record_id,photo_id,ຄຳອະທິບາຍ
3a15bafe-33c5-414d-9697-401b9fa4530c,4ab6345d-029a-4989-9780-570677a93296,
a48c0c69-60ea-48f8-ac37-5d86d26a1d57,e91cb42c-295a-4d75-aff7-cba377a969c7,
a48c0c69-60ea-48f8-ac37-5d86d26a1d57,49942214-3106-4737-83ce-29d469fd35b1,
a48c0c69-60ea-48f8-ac37-5d86d26a1d57,5805e04e-cede-48d3-aaf5-14addc158346,
03abff99-eea3-4d7f-8f46-160fe572a955,00c75f58-6e4e-476e-91cc-07ce6d2b65c9,
4d6e5fb2-d7ac-4749-a5c4-aab37c3b5247,1da2aa3c-bfd0-4ce4-be6b-719ab0854b8f,
92588d31-a377-4d81-bc95-bf71fededae2,5b443aa6-dca3-4d8e-922d-b97a60a2def9,
6c139291-e60b-44ee-a2ba-71e430c11e60,6e3a6500-39b3-4033-ab3a-6525088c1550,
ed815427-7fbd-4747-9c39-5b9234edd349,fe401de4-c62b-417a-9f14-9e59e3059044,
1c8625fc-2b1a-4b25-a696-90cf55febd7a,c8e08238-1947-4b43-8f97-5fee2dc5206b,
1c8625fc-2b1a-4b25-a696-90cf55febd7a,9ef381b4-10c6-44d1-a9ef-bd010dd53ff0,
8ed2167f-933b-4ea7-ae99-75dc72bc4770,0fa32cf7-b84b-4d79-8c39-4ab28cfb8b5a,
64af2896-1fa5-4c4a-96f6-b79d35ec19da,7e15a85c-2ea5-4687-92eb-7f77c53161c5,
64af2896-1fa5-4c4a-96f6-b79d35ec19da,8ddf56c7-0ade-4810-9f0c-63c361c074bc,
2edbe718-a3b4-4c03-b06b-8e0fc9a5b5e9,353694d3-b7ad-4263-a389-ed35d4031b9c,
2edbe718-a3b4-4c03-b06b-8e0fc9a5b5e9,9dc0e57b-0d41-472d-82f8-c59d066034b7,
68c63ba8-35e7-4ea0-8ee4-eb074528d993,31efaf6a-993a-4a62-8a36-0c2161347967,
44ad9038-0c5b-4964-a75a-e51cd40130cd,e8e824e7-22cc-4166-9715-5037f5e4e876,
8f7fd7ef-f609-4cc0-8fbc-a360f8f7f50c,b215198b-2deb-4fdc-a681-f4485f143839,
d5e3ae25-d3ea-41da-8fc2-48d52e0abfa8,63559419-4ccd-4e62-ad80-f3745373a484,
b7a95e84-f03e-4063-81bc-b0d5df53bf82,dc2a13c8-2d9e-4c26-8799-9d70678c694e,
b7a95e84-f03e-4063-81bc-b0d5df53bf82,64e9bf53-ff4b-4779-ba4e-5b6097f47a32,
ba5c6265-a75b-42bb-ade8-9d531fe9c367,e297c463-8578-4e8b-9c35-ccc061da057b,
8592ddf5-0a44-4788-a68d-d0a3cf9cdbbe,07ec1a45-7ec4-4c08-bed3-0410975193c4,
e44859bb-e532-4029-88a1-02cd01884595,09a9fc91-7da3-4437-b364-6ef9bbd56c14,
4c79831a-d9e1-42c6-86c2-001e0cc89f36,f2712a4b-cf4e-46db-8d5d-99a06aecaad1,ຍ+ຍ+ຍ ຕຳລົດຈອດຢູ່ແຄມທາງ 02 ຄັນ
a4b08bc0-a4e0-4789-b467-c019c6d5befc,6cb986d6-63d7-439c-987f-1d69c02e28b8,
954fb144-8ffb-4467-a9a8-c9abb9af29fc,2b6f8fd4-5b49-4eaf-b3eb-3fe99e4c1ebd,
0c29659a-bbc9-4304-8fc3-ddbd4cb8f27c,02695673-2226-49a4-8234-60f6b15a5712,
0c29659a-bbc9-4304-8fc3-ddbd4cb8f27c,b148a2ff-10c3-44f1-a8d3-c019918fe744,
62ebbc40-ea7a-438a-8076-5dd37fb4b96f,ffbd357d-ea93-443e-b251-aadb74c4b1f3,
62ebbc40-ea7a-438a-8076-5dd37fb4b96f,aafc818e-3a71-4f2b-ae4e-86501dfa212b,
168c53d7-346c-44bd-bfd6-2c17d17c7df5,5ee53905-8c74-4d13-af3e-6376c81769b5,
46f3c681-c5b6-4833-ad24-62fd41ee7cd8,5ee53905-8c74-4d13-af3e-6376c81769b5,
3dc8cd73-8f57-4712-8ff6-38fbcc02546e,71c5a518-e8bc-4797-8592-78b3850df959,
3dc8cd73-8f57-4712-8ff6-38fbcc02546e,731bf2c3-1309-415b-bfa7-adf116ba689f,
232728d6-7c0f-4f90-880e-b1029734a435,df381947-f1a4-4789-b5be-06724e77fe63,
0e681c77-34ca-4e45-bab3-35ac6f0bd9ff,fee8f5d4-6ac0-43c4-b892-4a2d3c03115f,
7a342ed0-2e6a-4d97-8752-1c7844cd5d1e,8398584f-05b0-4f34-8307-bfc05e10a17c,
24b59dab-47f4-4088-8106-0e3a593c3327,5b9961c0-9025-4067-9afc-6a16f8d6c8ef,
7861ee45-9c42-49ad-9b0a-c19a9ca59a32,fc55f235-b671-44a3-882c-fe9f1c1aef73,
77ae3d78-947d-4712-b4bf-90d9a1d10653,34bc0596-81f1-4e12-a389-23fe4e7bebce,
b4a97ed7-70d2-4e1d-b076-997290447f23,5110104c-f029-4977-95f4-746a51d417c8,
b4a97ed7-70d2-4e1d-b076-997290447f23,cddb883b-5d30-4509-ba05-0a7d7c996d5f,
21cc6e52-26e3-4b3b-abdd-c08460c7c3a0,1c5e4b1b-b327-4827-82d5-8bf50576d296,
5c8091e3-b720-4a47-a850-154e15f9b0cb,1ef0fe42-9afa-44be-9118-1faa1f04a679,
7405677a-77fb-4543-bbef-af69bc66666e,019f721e-5edc-4894-9809-baca8649e9eb,
7d9b06ed-9da9-470b-abcb-7dd5ef683154,22a2d173-76da-4f45-9cb2-0b1afe1c0f03,
143df6f4-74c9-45a3-9419-217982c49f93,7b87ed8a-65ac-44ac-923b-e4850fc4ca05,
07a6fd86-5577-4c62-a985-2b05d4a08d44,3becb3eb-5a03-4f68-8686-2446411bd642,
6cfde0bd-694c-42b4-9024-1c8e8c3bf007,89e87a38-1ad6-4b0b-beb6-2740d81dc569,
2655c140-75c0-4bba-bb49-b17a39218fa1,0f77b0a4-f777-4aa8-a47c-fc94d00c5506,
bca1c686-7521-4d96-91da-6d783b164dee,70766a0a-ee5e-4cfa-9bed-d1163340a873,
544c0a8e-b1e6-4586-939b-873a4e009b14,5a77a48a-084f-40f7-b894-4f90e779c33a,
544c0a8e-b1e6-4586-939b-873a4e009b14,854672e2-6a6d-4c77-9a0d-59c97bd4defa,
735d5a7c-d27a-42f2-9028-6c84311ab7cf,c0d9a5c5-5468-463a-ac21-688dd378c0c4,
735d5a7c-d27a-42f2-9028-6c84311ab7cf,55027b72-f104-49ba-ae13-14518dd764b1,
aff24d9b-b4ab-4064-8b04-a71b5f16c67a,24f98c8c-0d7b-46ea-9418-3228665e3dcd,
aff24d9b-b4ab-4064-8b04-a71b5f16c67a,cf5d4eb3-fa5f-4735-a0e1-3df8043ffadd,
c4a98c73-4f16-4c7c-980d-f2d35b88da3c,c1855981-ffbd-4277-95c1-4e985058fae0,
f1cf9041-2203-4b06-ab56-d1520a909145,6a36e2dc-1c60-4197-97ff-02fc35ac4cf4,
719304bd-6c9b-4da9-a9cb-cb8d14c645f9,ce9142bc-c1a1-4aff-bb33-4792b26e3285,
77c72f3f-66e0-407a-aa7a-85c36e036627,94799a2b-c8a4-4bf5-8982-42f1f3cc9a9b,
77c72f3f-66e0-407a-aa7a-85c36e036627,3845b983-eb9e-47dc-aaaa-4ed26e182075,
77c72f3f-66e0-407a-aa7a-85c36e036627,18219b35-ba81-429c-8f41-015de2d05666,
b032503a-d4f6-454e-9bd2-abc0e3703c68,dc8508f1-91fb-4312-aaa2-d151a1b70a75,
0e3b6285-3db4-45c0-a628-aa0d98a4bdae,cf200136-3db6-4119-b32e-baf8743de615,
3124826b-ffff-4010-9d0f-52d283abf184,1c917b38-595d-4b2f-9c9d-72162c7ac0e1,
43454fa0-a297-4a7c-9ad3-4c9e0ea763a4,d2cc2f8b-937a-4272-8053-b2481a909b21,
43454fa0-a297-4a7c-9ad3-4c9e0ea763a4,b3d698be-c657-44f5-bb8f-578ae8c616f2,
d868fa3d-f2f6-4ff4-9d8d-4421e300a296,ecd6a728-ec03-4fc6-8a7f-15d13e614f25,
8788c003-378b-47f7-b76f-90bb3099d340,b287447b-6696-44d7-9c4a-e0758bd672ed,
8788c003-378b-47f7-b76f-90bb3099d340,15a77dd8-d0d3-4590-b5f6-1af9c591bccf,
86642f52-6545-464a-b78a-b76d42e59595,adad48f0-0e06-4eed-8b71-268951c63bf4,
4fd87a2b-039c-4129-ad33-87cd26cdff40,c88bf7be-a362-4c96-9516-407ef9e03463,
830caef9-2f11-43d5-8f77-b1f0143ea4b0,8f49354c-d41a-4fe7-b392-08fac8225c8c,ຕໍ່ໜ້າປ້ຳນ້ຳມັນ ນາດີ
090120cb-69b0-4fc7-921e-9cfa4d326b8f,6624c981-ff77-40fe-893a-0592403475cc,
090120cb-69b0-4fc7-921e-9cfa4d326b8f,ca1e1c35-622b-45c5-9cc9-0c269cea43d0,
4ecfd9d2-45f0-4e80-833c-ad0d1a5a24e1,96861640-54b2-405d-a885-676b1840ffa2,
73e5782c-66f7-4224-a79e-754cbb8eb4c8,cdff142b-e83e-4344-9f10-c3946fc4062c,
43fbccaf-97ab-47c1-90df-19bd5c0be67c,822bb040-07b0-40f0-ba78-deb02789ca91,
43fbccaf-97ab-47c1-90df-19bd5c0be67c,5d200b07-419a-4d5d-8978-d3caa48383b0,
c56ed1e1-c661-47bf-9284-a76e6eaeccc4,8febff03-78eb-4a41-acdc-57ef98a37a57,
c56ed1e1-c661-47bf-9284-a76e6eaeccc4,1ab71c66-3b9d-445a-a0a5-3f5b9f9bc8cf,
988e2499-4dc7-4aa0-8372-0e90ac528f5a,16c4a5be-b8f2-4432-971b-1971f85b62c2,
ddb4b553-55ef-4aaa-9172-b08bc62f634d,3407ca45-5dda-47c6-8266-2bbb6cfcdbc2,
ddb4b553-55ef-4aaa-9172-b08bc62f634d,dfa86ac5-b459-4983-b310-ec641370fbcd,
21c21e5c-c87f-4d22-9c29-f24ccdeecc50,e1d9fe7f-03c9-4ee0-ba66-9f2ecfcd5460,
